,exp_id,article_id,user,time,page_id,sentence_id,word,need_prediction,sentence_understand,mind_wandering,total_dwell_time_of_sentence,saccade_times_of_sentence,forward_times_of_sentence,backward_times_of_sentence,horizontal_saccade_proportion,saccade_velocity,saccade_duration,total_dwell_time_of_sentence_div_syllable,saccade_times_of_sentence_div_syllable,forward_times_of_sentence_div_syllable,backward_times_of_sentence_div_syllable,horizontal_saccade_proportion_div_syllable,saccade_velocity_div_syllable,saccade_duration_div_syllable,total_dwell_time_of_sentence_div_log,saccade_times_of_sentence_div_log,forward_times_of_sentence_div_log,backward_times_of_sentence_div_log,horizontal_saccade_proportion_div_log,saccade_velocity_div_log,saccade_duration_div_log,length,sentence_sid
10,585,12,ys,0,1226,10,Russell Fuller was watching,0,1,1,2545,5,4,1,1.0,0.9289401231860712,686,424.1666666666667,0.8333333333333334,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.1548233538643452,114.33333333333331,368.0019912455695,0.7229901596180147,0.5783921276944117,0.1445980319236029,0.1445980319236029,0.1343229135875751,99.1942498995916,24,1226-10
11,585,12,ys,0,1226,11,"There was one fleeting match point on Roger Federer's serve, but it was the Americans representing Team World who won the final point",0,1,1,7748,16,12,4,0.9375,1.0187364079201653,3778,242.125,0.5,0.375,0.125,0.029296875,0.0318355127475051,118.0625,230.7455713485072,0.4765009217315585,0.3573756912986689,0.1191252304328896,0.0279199758827085,0.0303393023359659,112.51378014386424,111,1226-11
12,585,12,ys,0,1226,12,Sympathetic applause soon made way for loud cheers as Federal hugged European teammates like Novak Djokovic and Andy Murray,0,0,1,8191,16,15,1,0.9375,1.1718046902352282,2360,273.03333333333336,0.5333333333333333,0.5,0.0333333333333333,0.03125,0.0390601563411742,78.66666666666667,266.94236004745085,0.5214354487558557,0.4888457332086147,0.0325897155472409,0.0305528583255384,0.0381887815316889,76.91172869148872,105,1226-12
13,585,12,ys,0,1227,0,And both he and Nadal were in tears as they watched a tribute video on the big screen,0,1,0,4623,10,8,2,0.9,-0.1555899914755004,-12243,243.31578947368425,0.5263157894736842,0.4210526315789473,0.1052631578947368,0.0473684210526315,-0.0081889469197631,-644.3684210526316,211.6970087564321,0.4579212821899893,0.3663370257519915,0.0915842564379978,0.041212915397099,-0.007124796839239,-560.633025785204,68,1227-0
14,585,12,ys,0,1227,1,More tears followed as Jim Courier asked Federer about the decades of support from his family,0,1,1,916,3,2,1,1.0,0.4327332723795314,2597,39.82608695652174,0.1304347826086956,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0188144901034578,112.91304347826087,38.2657186052524,0.1253244059123987,0.0835496039415991,0.0417748019707995,0.0417748019707995,0.0180773467598309,108.48916071816647,78,1227-1
15,585,12,ys,0,1227,2,"His parents, wife and both sets of twins were present in the city, which has witnessed so much of his success",0,1,1,2104,4,4,0,0.5,0.4205245453527816,1766,87.66666666666667,0.1666666666666666,0.1666666666666666,0.0,0.0208333333333333,0.0175218560563659,73.58333333333333,74.62601303310404,0.1418745494925932,0.1418745494925932,0.0,0.0177343186865741,0.0149154326056258,62.63761360097992,89,1227-2
16,585,12,ys,0,1227,3,Live from London,0,1,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1227-3
17,590,15,wangchenyu,0,1236,0,Canada's emergency preparedness minister Bill Blair said it will take several months to restore some of the damage inflicted by Tropical Storm Fiona,0,1,1,7742,15,9,6,0.8666666666666667,-0.0229036281752111,-190231,209.24324324324328,0.4054054054054054,0.2432432432432432,0.1621621621621621,0.0234234234234234,-0.0006190169777084,-5141.378378378378,213.72567001581177,0.4140900349053444,0.2484540209432066,0.1656360139621377,0.0239252020167532,-0.0006322776127021,-5251.517428671905,126,1236-0
18,590,15,wangchenyu,0,1236,1,"The storm lashed the Atlantic coast of Canada at the weekend, bringing with it winds of up to 170 kilometres an hour",0,1,1,12519,21,16,5,1.0,0.7818025734460821,4648,447.1071428571428,0.75,0.5714285714285714,0.1785714285714285,0.0357142857142857,0.0279215204802172,166.0,432.1096876233788,0.724842514585107,0.5522609634934148,0.1725815510916921,0.0345163102183384,0.0269849401545602,160.431809894837,95,1236-1
19,590,15,wangchenyu,0,1236,2,"Houses along the coast were destroyed, trees uprooted, and power knocked out",0,1,1,3605,11,8,3,0.9090909090909092,0.9067422246493372,2682,212.05882352941177,0.6470588235294118,0.4705882352941176,0.1764705882352941,0.053475935828877,0.0533377779205492,157.76470588235293,186.23405240771237,0.5682592445172915,0.4132794505580301,0.1549797939592613,0.0469635739270488,0.0468422410501054,138.5519357995796,65,1236-2
20,590,15,wangchenyu,0,1236,3,The value of the British pound has slumped to an all-time low against the dollar,0,1,0,7570,14,12,2,0.9285714285714286,0.5391815178364775,2949,420.55555555555554,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.0515873015873015,0.0299545287686931,163.83333333333334,369.26270388357415,0.682916493311762,0.5853569942672245,0.0975594990445374,0.0452954816992495,0.0263011393871,143.85148134117043,66,1236-3
21,590,15,wangchenyu,0,1236,4,It dropped by four percent in early trading and is now worth around one dollar and five cents,0,1,1,4461,12,12,0,0.9166666666666666,0.7034933998246521,3389,202.77272727272728,0.5454545454545454,0.5454545454545454,0.0,0.0416666666666666,0.0319769727193023,154.04545454545453,184.4212249874849,0.4960893745460252,0.4960893745460252,0.0,0.0378957161111547,0.0290829667263557,140.10390752803997,76,1236-4
22,590,15,wangchenyu,0,1236,5,The fall follows a frosty reception by the markets to the UK government's announcement last week that it will cut taxes and hugely increase borrowing,0,0,1,12033,21,12,9,0.8095238095238095,0.963184355638951,3674,316.6578947368421,0.5526315789473685,0.3157894736842105,0.2368421052631578,0.0213032581453634,0.0253469567273408,96.6842105263158,336.81726690218545,0.5878137293231858,0.335893559613249,0.2519201697099367,0.0226594861643858,0.0269606184816134,102.83941150158977,125,1236-5
23,590,15,wangchenyu,0,1236,6,The BBC's Suranjana Tewari in Singapore says Asian investors are also dumping sterling and other currencies because the US Federal Reserve has hiked interest rates so quickly to fight inflation,0,1,1,20074,42,30,12,0.9047619047619048,0.5347975108650812,19308,409.6734693877551,0.8571428571428571,0.6122448979591837,0.2448979591836734,0.0184645286686103,0.0109142349156139,394.0408163265306,422.9084046317449,0.8848337647969158,0.6320241177120827,0.252809647084833,0.0190610448198882,0.0112668308319706,406.7707221594964,164,1236-6
24,590,15,wangchenyu,0,1236,7,"This is as much a story about a weak pound, but also about the strong dollar and that's largely because of what the Fed has done over in the US",0,1,0,12373,27,19,8,0.9629629629629628,0.7792139575321253,8143,353.51428571428573,0.7714285714285715,0.5428571428571428,0.2285714285714285,0.0275132275132275,0.0222632559294892,232.65714285714284,336.7054277731921,0.7347487715086226,0.5170454318023641,0.2177033397062585,0.0262050316313088,0.0212046851125593,221.59478690350792,114,1236-7
25,590,15,wangchenyu,0,1236,8,It continues to raise interest rates to try and reduce inflation,0,1,1,3450,10,8,2,0.9,0.6761399808888022,2064,191.66666666666663,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.05,0.0375633322716001,114.66666666666669,218.89207212494276,0.6344697742751964,0.5075758194201571,0.1268939548550392,0.0571022796847676,0.0428990381052953,130.95456141040052,54,1236-8
26,590,15,wangchenyu,0,1236,9,And that's what's causing the dollar to become so strong and other currencies like the pound to become so weak,0,1,1,4469,9,8,1,0.6666666666666666,0.6421327680233592,2219,165.5185185185185,0.3333333333333333,0.2962962962962963,0.037037037037037,0.0246913580246913,0.0237826951119762,82.18518518518519,158.71406740759636,0.3196300305814203,0.2841155827390402,0.03551444784238,0.0236762985615866,0.0228049906978487,78.80655976224129,91,1236-9
27,590,15,wangchenyu,0,1236,10,Anti-government demonstrations have taken place in several suburbs of the Tunisian capital Tunis,0,0,1,3633,10,4,6,0.7,0.6319708847018198,2801,151.375,0.4166666666666667,0.1666666666666666,0.25,0.0291666666666666,0.0263321201959091,116.70833333333331,165.4085790327471,0.455294739974531,0.1821178959898124,0.2731768439847186,0.0318706317982171,0.0287733019621789,127.52805666686614,84,1236-10
28,590,15,wangchenyu,0,1236,11,Marchers criticized the government of present Kais Saied for failing to tackle inflation and rising prices for staple goods,0,1,1,9094,23,17,6,0.8695652173913043,0.6918233828410056,7344,313.58620689655174,0.7931034482758621,0.5862068965517241,0.2068965517241379,0.0299850074962518,0.0238559787186553,253.24137931034485,299.86868117534453,0.7584099040062595,0.560563842091583,0.1978460619146763,0.0286733423064748,0.022812421972597,242.1635797835639,105,1236-11
29,590,15,wangchenyu,0,1236,12,Videos on social media shows supermarket customers scuffling over packets of sugar,0,1,1,9455,18,14,4,0.9444444444444444,0.1565953072493236,15593,450.2380952380952,0.8571428571428571,0.6666666666666666,0.1904761904761904,0.0449735449735449,0.0074569193928249,742.5238095238095,474.5848405149175,0.903493086120414,0.702716844760322,0.200776241360092,0.0474055014322439,0.0078601543010369,782.6759828819787,71,1236-12
30,590,15,wangchenyu,0,1237,0,NASA is preparing to crash a probe into an asteroid some 11 million kilometers from Earth to assess how difficult it would be to stop a sizable piece of space rock hitting our planet,0,1,1,13180,29,19,10,0.896551724137931,-0.1119151754462167,-28369,274.5833333333333,0.6041666666666666,0.3958333333333333,0.2083333333333333,0.0186781609195402,-0.0023315661551295,-591.0208333333334,295.464896180725,0.6501124422792888,0.4259357380450512,0.2241767042342375,0.0200986010692764,-0.0025088775185329,-635.9668922421084,149,1237-0
31,590,15,wangchenyu,0,1237,1,"The spacecraft will strike the target called Dimorphos at over 20,000 kilometers per hour",0,0,1,6995,17,12,5,0.8823529411764706,0.6573015563239516,6685,349.75,0.85,0.6,0.25,0.0441176470588235,0.0328650778161975,334.25,316.26826387899723,0.7686290901991355,0.5425617107288015,0.2260673794703339,0.0398942434359412,0.0297188880719855,302.2520863518365,76,1237-1
32,590,15,wangchenyu,0,1237,2,Scientists believe this would be enough to deflect its path,0,1,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1237-2
33,597,9,luqi,0,1247,0,Reports from Tasmania indicate there has been another mass stranding of whales,0,1,1,6691,10,10,0,0.9,-0.0136699777750532,-164576,334.55,0.5,0.5,0.0,0.045,-0.0006834988887526,-8228.8,341.38159372644503,0.5102101236383875,0.5102101236383875,0.0,0.0459189111274548,-0.0006974561050743,-8396.834130791125,67,1247-0
34,597,9,luqi,0,1247,1,The mammals have become stuck at the entrance to Macquarie Harbour on the island's west coast,0,1,1,6698,14,12,2,0.9285714285714286,1.5318300059333585,2478,291.2173913043478,0.6086956521739131,0.5217391304347826,0.0869565217391304,0.0403726708074534,0.0666013046057981,107.7391304347826,286.1606785165464,0.5981262315962451,0.5126796270824958,0.0854466045137493,0.039671637809955,0.0654448363496409,105.86834299253536,78,1247-1
35,597,9,luqi,0,1247,2,It’s unclear how many whales are involved,0,1,1,2289,4,4,0,1.0,0.9640034432563296,484,254.33333333333331,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,0.1071114936951477,53.77777777777778,212.20135624253567,0.3708193206510016,0.3708193206510016,0.0,0.0927048301627504,0.0893677754833846,44.86913779877119,35,1247-2
36,597,9,luqi,0,1247,3,Israel's prime minister has met Turkey's president on the sidelines of the UN General Assembly,0,1,1,5444,10,9,1,0.9,1.0912608358118092,963,209.3846153846154,0.3846153846153846,0.3461538461538461,0.0384615384615384,0.0346153846153846,0.0419715706081465,37.03846153846154,239.3866276550553,0.4397256202333859,0.3957530582100473,0.0439725620233385,0.0395753058210047,0.047985534786375,42.345577228475065,80,1247-3
37,597,9,luqi,0,1247,4,Their face-to-face talks were the first between leaders of their two countries for 14 years,0,0,1,21503,37,32,5,1.0,1.1955395957150687,5231,1131.7368421052631,1.947368421052632,1.6842105263157894,0.2631578947368421,0.0526315789473684,0.0629231366165825,275.3157894736842,947.7043042464586,1.6307054484080812,1.410339847271854,0.2203656011362272,0.0440731202272454,0.0526911603383826,230.54649190872087,77,1247-4
38,597,9,luqi,0,1247,5,Israel's Yair Lapid asked President Recep Tayyip Erdogan to help bring home two Israelis captured by the Islamist movement Hamas in the Gaza Strip,0,1,1,10536,23,20,3,0.9130434782608696,1.31792663530584,3522,309.88235294117646,0.6764705882352942,0.5882352941176471,0.088235294117647,0.0268542199488491,0.0387625480972305,103.58823529411764,285.4573985884575,0.6231511168882425,0.5418705364245587,0.0812805804636838,0.0247375679672081,0.0357072806420694,95.4234014643648,123,1247-5
39,597,9,luqi,0,1247,6,Hurricane Fiona is continuing to lash parts of the Turks and Caicos Islands in the Caribbean with strong winds and heavy rain,0,1,1,6281,14,12,2,0.9285714285714286,0.9795687399108834,2344,209.36666666666667,0.4666666666666667,0.4,0.0666666666666666,0.0309523809523809,0.0326522913303627,78.13333333333334,198.76850328110757,0.443043949360851,0.3797519565950152,0.0632919927658358,0.0293855680698523,0.0309994288000392,74.17821552155964,104,1247-6
40,597,9,luqi,0,1247,7,The Category 3 hurricane has already caused major damage in the Dominican Republic and the US territory of Puerto Rico,0,1,1,6717,12,11,1,0.9166666666666666,1.0281501349116444,2237,181.54054054054052,0.3243243243243243,0.2972972972972973,0.027027027027027,0.0247747747747747,0.0277878414840984,60.45945945945946,234.53228151991271,0.4189946967751902,0.3840784720439243,0.0349162247312658,0.0320065393369937,0.0358991211680562,78.10759472384171,99,1247-7
41,597,9,luqi,0,1247,8,As Wendy Erka reports,0,1,1,1893,4,4,0,1.0,1.5695245691139763,210,315.5,0.6666666666666666,0.6666666666666666,0.0,0.1666666666666666,0.2615874281856628,35.0,335.9486570599362,0.7098756620389566,0.7098756620389566,0.0,0.1774689155097391,0.278541823146548,37.26847225704522,18,1247-8
42,597,9,luqi,0,1247,9,Fiona gathered strength before making landfall in the Dominican Republic,0,1,1,3495,6,6,0,0.6666666666666666,1.274685214825061,1537,194.16666666666663,0.3333333333333333,0.3333333333333333,0.0,0.037037037037037,0.0708158452680589,85.38888888888889,199.7176288256344,0.3428628821040933,0.3428628821040933,0.0,0.0380958757893437,0.0728403744217326,87.83004163233191,63,1247-9
43,597,9,luqi,0,1247,10,"It swept across the island, packing winds of up to 184 kilometres an hour, ripping up crops and tearing the roofs of buildings",0,1,1,7616,13,12,1,0.9230769230769232,1.016844484343331,2960,253.86666666666667,0.4333333333333333,0.4,0.0333333333333333,0.0307692307692307,0.0338948161447777,98.66666666666669,242.78840403637903,0.414423483780584,0.3825447542590006,0.0318787295215833,0.0294265195583846,0.0324157102818949,94.36103938388682,104,1247-10
44,597,9,luqi,0,1247,11,"Several rivers burst their banks and the streets are littered with fallen trees, lampposts, and debris",0,1,1,10260,20,17,3,1.0,1.263301023428132,2369,466.3636363636364,0.9090909090909092,0.7727272727272727,0.1363636363636363,0.0454545454545454,0.0574227737921878,107.6818181818182,393.85884142348834,0.767756026166644,0.6525926222416474,0.1151634039249966,0.0383878013083322,0.0484953486799718,90.94070129943898,87,1247-11
45,597,9,luqi,0,1247,12,The National Hurricane Centre is warning that hurricane Fiona will gather even more strength in the next couple of days to become a Category 4 storm and the storm surge could raise water levels by more than two meters,0,1,1,10102,26,24,2,0.9230769230769232,1.1984204582198958,3901,180.39285714285717,0.4642857142857143,0.4285714285714285,0.0357142857142857,0.0164835164835164,0.0214003653253552,69.66071428571429,184.8677853532337,0.4758030508002451,0.4392028161233032,0.0366002346769419,0.0168924160047424,0.0219312350062482,71.38875773737524,179,1247-12
46,597,9,luqi,0,1247,13,And a new report which examines perceptions of financial insecurity around the world suggests people are becoming less confident about protecting themselves from climate-related disasters,0,0,1,15199,23,19,4,0.9130434782608696,1.0519641519973737,4917,303.98,0.46,0.38,0.08,0.0182608695652173,0.0210392830399474,98.34,354.22731202700214,0.5360371193250246,0.4428132724858898,0.0932238468391347,0.0212793563437155,0.0245170362465158,114.59541372700636,163,1247-13
47,597,9,luqi,0,1247,14,"Lloyd’s Register Foundation interviewed 125,000 people in 121 countries for the World Risk Poll",0,1,1,4552,12,12,0,0.9166666666666666,1.0210896905648563,1283,206.9090909090909,0.5454545454545454,0.5454545454545454,0.0,0.0416666666666666,0.046413167752948,58.31818181818182,197.6403261797297,0.5210201920379517,0.5210201920379517,0.0,0.0398001535584546,0.0443340288888395,55.70574219872434,82,1247-14
48,597,9,luqi,0,1247,15,A third of respondents said they could only cover their basic needs for less than a month if they lost all their income,0,1,1,3505,10,9,1,0.9,0.7013826035661259,4781,120.86206896551724,0.3448275862068966,0.3103448275862069,0.0344827586206896,0.0310344827586206,0.0241856070195215,164.86206896551724,115.4755810443759,0.3294595750196174,0.2965136175176556,0.0329459575019617,0.0296513617517655,0.0231077214497048,157.5146228168791,97,1247-15
49,597,9,luqi,0,1248,0,But poorer nations in Southeast Asia scored comparatively highly for confidence,0,1,1,2423,9,9,0,0.8888888888888888,-0.6007519948805458,-2459,115.38095238095238,0.4285714285714285,0.4285714285714285,0.0,0.0423280423280423,-0.0286072378514545,-117.0952380952381,129.83176089314023,0.4822475641924317,0.4822475641924317,0.0,0.0476293890560426,-0.0321901318016541,-131.76075114990996,69,1248-0
50,598,22,luqi,0,1249,0,"As the latest crop of students pen their undergraduate application form and weigh up their options, it may be worth considering just how the point, purpose and value of a degree has changed and what Generation Z need to consider as they start the third stage of their educational journey",0,0,0,37571,64,54,10,0.921875,-0.0550758454070156,-198799,494.35526315789474,0.8421052631578947,0.7105263157894737,0.131578947368421,0.0121299342105263,-0.0007246821764081,-2615.7763157894738,540.28123981644,0.9203374769969432,0.7765347462161709,0.1438027307807724,0.0132568142438524,-0.0007920056969588,-2858.783907648677,238,1249-0
51,598,22,luqi,0,1249,1,"Millennials were told that if you did well in school, got a decent degree, you would be set up for life",0,1,1,9217,18,16,2,0.9444444444444444,0.8494895643483229,2839,354.5,0.6923076923076923,0.6153846153846154,0.0769230769230769,0.0363247863247863,0.0326726755518585,109.1923076923077,354.6821536714127,0.6926634225979634,0.6157008200870786,0.0769626025108848,0.0363434511856956,0.0326894638390423,109.248414264201,83,1249-1
52,598,22,luqi,0,1249,2,But that promise has been found wanting,0,1,1,2573,4,4,0,0.75,0.7881000367902156,2149,285.8888888888889,0.4444444444444444,0.4444444444444444,0.0,0.0833333333333333,0.0875666707544683,238.77777777777777,245.7246135233713,0.3820048403006161,0.3820048403006161,0.0,0.0716259075563655,0.0752645071737389,205.232100451506,33,1249-2
53,598,22,luqi,0,1249,3,"As degrees became universal, they became devalued",0,1,1,3683,7,7,0,1.0,1.6731466675749576,331,263.07142857142856,0.5,0.5,0.0,0.0714285714285714,0.1195104762553541,23.642857142857142,307.1496585246218,0.5837761633647441,0.5837761633647441,0.0,0.083396594766392,0.1395347346204879,27.60427286767576,43,1249-3
54,598,22,luqi,0,1249,4,Education was no longer a secure route of social mobility,0,1,1,3618,6,5,1,0.8333333333333334,0.8283739201473159,1959,201.0,0.3333333333333333,0.2777777777777778,0.0555555555555555,0.0462962962962963,0.0460207733415175,108.83333333333331,263.19830585518724,0.4364814359124166,0.3637345299270139,0.0727469059854027,0.0606224216545023,0.0602616396897163,142.51118882540405,48,1249-4
55,598,22,luqi,0,1249,5,"Today, 28 per cent of graduates in the UK are in non-graduate roles, a percentage which is double the average among the OECD countries",0,0,1,16121,33,29,4,0.9090909090909092,1.1159181986004532,4743,447.80555555555554,0.9166666666666666,0.8055555555555556,0.1111111111111111,0.0252525252525252,0.0309977277389014,131.75,501.4847861755736,1.0265490939640176,0.9021189007562578,0.1244301932077597,0.0282795893653999,0.0347134792639773,147.54310159610105,111,1249-5
56,598,22,luqi,0,1249,6,"Thankfully, there are signs that this is already happening, with Generation Z seeking to learn from their millennial predecessors, even if parents and teachers tend to be still set in the degree mindset",0,1,0,15753,27,25,2,0.925925925925926,0.9600713424750644,4413,302.9423076923077,0.5192307692307693,0.4807692307692308,0.0384615384615384,0.0178062678062678,0.0184629104322127,84.86538461538461,325.1814046528511,0.5573476750858236,0.5160626621165034,0.0412850129693202,0.0191134319302408,0.0198182789127778,91.09538111680516,170,1249-6
57,598,22,luqi,0,1249,7,Employers have long seen the advantages of hiring school leavers who often prove themselves to be more committed and loyal employees than graduates,0,0,1,19608,34,30,4,0.9117647058823528,0.965462337695426,9359,529.9459459459459,0.918918918918919,0.8108108108108109,0.1081081081081081,0.0246422893481717,0.0260935766944709,252.94594594594597,543.7820913022612,0.9429106030332964,0.8319799438529087,0.1109306591803878,0.0252856649602354,0.0267748433835979,259.5500098173124,125,1249-7
58,598,22,luqi,0,1249,8,Many too are seeing the advantages of scrapping a degree requirement for certain roles,0,1,1,5532,14,13,1,0.8571428571428571,0.7529275552012379,3825,251.45454545454547,0.6363636363636364,0.5909090909090909,0.0454545454545454,0.0389610389610389,0.0342239797818744,173.86363636363637,269.71600286412166,0.6825784598875096,0.6338228556098304,0.0487556042776792,0.0417905179522965,0.036709437931152,186.4901863621232,73,1249-8
59,598,22,luqi,0,1249,9,"For those for whom a degree is the desired route, consider that this may well be the first of many",0,0,1,21573,41,29,12,0.951219512195122,0.9205398606045716,5001,898.875,1.7083333333333333,1.2083333333333333,0.5,0.0396341463414634,0.0383558275251904,208.375,851.6199823780715,1.6185240475363154,1.1448096921598327,0.4737143553764825,0.037550528170087,0.0363394122220543,197.42045760314912,79,1249-9
60,598,22,luqi,0,1249,10,"In this age of generalists, it pays to have specific knowledge or skills",0,1,1,6168,13,11,2,0.9230769230769232,0.9293158686581569,3847,324.63157894736844,0.6842105263157895,0.5789473684210527,0.1052631578947368,0.048582995951417,0.048911361508324,202.47368421052636,357.015444385622,0.7524644580112007,0.6367006952402468,0.1157637627709539,0.0534294289712095,0.0537905508793129,222.67159768992997,60,1249-10
61,598,22,luqi,0,1249,11,Postgraduates now earn 40 per cent more than graduates,0,0,1,7608,15,14,1,0.8666666666666667,0.9307183117062447,2960,543.4285714285714,1.0714285714285714,1.0,0.0714285714285714,0.0619047619047619,0.0664798794075889,211.42857142857144,576.4630702526907,1.1365596810975762,1.0607890356910712,0.075770645406505,0.0656678926856377,0.0705211271696349,224.28111040325504,46,1249-11
62,598,22,luqi,0,1249,12,"When more and more of us have a degree, it makes sense to have two",0,1,1,3971,9,9,0,1.0,1.194782624912743,641,248.1875,0.5625,0.5625,0.0,0.0625,0.0746739140570464,40.0625,232.68390138508997,0.5273621537310021,0.5273621537310021,0.0,0.0585957948590002,0.0700092375904849,37.55990450461916,52,1249-12
